40,nahmias2007_v1,3G5W44VEU7J6LTR245I2NOSLHIGGK7,19950,0,1,"If an Ertan does something bad, then he or she deserves to be blamed for it.","If an Ertan does something good, then he or she deserves to be praised for it.",Ertans are able to make decisions of their own free will.,Ertan's decisions are up to them.,Ertans should be held morally responsible for their decisions.,agree,agree,somewhat agree,somewhat agree,agree,,psych,ertan,,0
7,nahmias2007_v1,3M81GAB8A0KW5FHM1OALIZDX0BGBQD,0,0,0,,,,,,,,,,,,,,,47308
40,nahmias2007_v1,3G5W44VEU7J6LTR245I2NOSLHIGGK7,6258,0,1,,,,,,,,,,,,psych,ertan,TRUE,0
133,nahmias2007_v1,3DZQRBDBSLG3F0SMEZKKVGUMU7O3S3,14424,0,0,,,,,,,,,,,FALSE,psych,real,,0
12,nahmias2007_v1,3ERMJ6L4DYTIIOG4WEROWO7W7KSM7F,0,0,0,,,,,,,,,,,,,,,46815
7,nahmias2007_v1,3M81GAB8A0KW5FHM1OALIZDX0BGBQD,8063,0,0,,,,,,,,,,,TRUE,psych,real,,0
247,nahmias2007_v1,3KOPY89HM83AGX9WR5B63F3ZYOBJ33,65542,0,1,"If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people deserve to be blamed for the bad things they do.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people deserve to be praised for the good things they do",somewhat agree,somewhat agree,agree,somewhat agree,somewhat agree,,psych,real,,0
125,nahmias2007_v1,3PMBY0YE2749NLS6YMVU7OTQ8WCC9Z,0,0,0,,,,,,,,,,,,,,,47681
11,nahmias2007_v1,33C7UALJVLZPMDZYDX0WQWFOKT3189,44472,0,1,"If the psychologists are right, then people deserve to be praised for the good things they do","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people deserve to be blamed for the bad things they do.",agree,somewhat agree,agree,somewhat agree,somewhat disagree,,psych,real,,0
7,nahmias2007_v1,3M81GAB8A0KW5FHM1OALIZDX0BGBQD,20525,0,1,"If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people deserve to be praised for the good things they do","If the psychologists are right, then people deserve to be blamed for the bad things they do.",strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,,psych,real,,0
247,nahmias2007_v1,3KOPY89HM83AGX9WR5B63F3ZYOBJ33,19009,0,1,,,,,,,,,,,,psych,real,TRUE,0
11,nahmias2007_v1,33C7UALJVLZPMDZYDX0WQWFOKT3189,5387,0,1,,,,,,,,,,,,psych,real,TRUE,0
125,nahmias2007_v1,3PMBY0YE2749NLS6YMVU7OTQ8WCC9Z,12452,0,0,,,,,,,,,,,TRUE,neuro,ertan,,0
7,nahmias2007_v1,3M81GAB8A0KW5FHM1OALIZDX0BGBQD,5081,0,1,,,,,,,,,,,,psych,real,TRUE,0
107,nahmias2007_v1,31HQ4X3T3SBKV4IBK5OKR2O3UTFLSZ,0,0,0,,,,,,,,,,,,,,,36642
60,nahmias2007_v1,3IXEICO792K3RJSJM1N8CO2S6H46T1,46447,0,1,,,,,,,,,,,,psych,real,TRUE,0
186,nahmias2007_v1,3JMSRU9HQIVMHQPNXE6LPUIQK08EVA,0,0,0,,,,,,,,,,,,,,,85152
133,nahmias2007_v1,3DZQRBDBSLG3F0SMEZKKVGUMU7O3S3,34902,0,1,"If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people deserve to be blamed for the bad things they do.","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people deserve to be praised for the good things they do",somewhat disagree,somewhat agree,disagree,somewhat agree,somewhat agree,,psych,real,,0
133,nahmias2007_v1,3DZQRBDBSLG3F0SMEZKKVGUMU7O3S3,6407,0,1,,,,,,,,,,,,psych,real,TRUE,0
125,nahmias2007_v1,3PMBY0YE2749NLS6YMVU7OTQ8WCC9Z,17056,0,1,Ertan's decisions are up to them.,Ertans should be held morally responsible for their decisions.,Ertans are able to make decisions of their own free will.,"If an Ertan does something good, then he or she deserves to be praised for it.","If an Ertan does something bad, then he or she deserves to be blamed for it.",strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,,neuro,ertan,,0
12,nahmias2007_v1,3ERMJ6L4DYTIIOG4WEROWO7W7KSM7F,47748,0,0,,,,,,,,,,,TRUE,psych,real,,0
125,nahmias2007_v1,3PMBY0YE2749NLS6YMVU7OTQ8WCC9Z,5013,0,1,,,,,,,,,,,,neuro,ertan,TRUE,0
107,nahmias2007_v1,31HQ4X3T3SBKV4IBK5OKR2O3UTFLSZ,29527,0,0,,,,,,,,,,,TRUE,neuro,real,,0
186,nahmias2007_v1,3JMSRU9HQIVMHQPNXE6LPUIQK08EVA,34341,0,0,,,,,,,,,,,TRUE,neuro,ertan,,0
234,nahmias2007_v1,3YMU66OBIN9FJ3QUYKF5AWCTP1CGH3,0,0,0,,,,,,,,,,,,,,,64925
234,nahmias2007_v1,3YMU66OBIN9FJ3QUYKF5AWCTP1CGH3,15178,0,0,,,,,,,,,,,TRUE,neuro,ertan,,0
107,nahmias2007_v1,31HQ4X3T3SBKV4IBK5OKR2O3UTFLSZ,49308,0,1,"If the neuroscientists are right, then people deserve to be praised for the good things they do","If the neuroscientists are right, then people make decisions of their own free will.","If the neuroscientists are right, then people deserve to be blamed for the bad things they do.","If the neuroscientists are right, then people should be held morally responsible for their decisions.","If the neuroscientists are right, then people's decisions are up to them.",strongly agree,disagree,strongly agree,strongly agree,disagree,,neuro,real,,0
186,nahmias2007_v1,3JMSRU9HQIVMHQPNXE6LPUIQK08EVA,46287,0,1,Ertans should be held morally responsible for their decisions.,Ertans are able to make decisions of their own free will.,"If an Ertan does something good, then he or she deserves to be praised for it.",Ertan's decisions are up to them.,"If an Ertan does something bad, then he or she deserves to be blamed for it.",strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,,neuro,ertan,,0
234,nahmias2007_v1,3YMU66OBIN9FJ3QUYKF5AWCTP1CGH3,27251,0,1,Ertans should be held morally responsible for their decisions.,"If an Ertan does something bad, then he or she deserves to be blamed for it.",Ertan's decisions are up to them.,"If an Ertan does something good, then he or she deserves to be praised for it.",Ertans are able to make decisions of their own free will.,somewhat disagree,agree,somewhat disagree,somewhat disagree,somewhat agree,,neuro,ertan,,0
205,nahmias2007_v1,3GU1KF0O4I2B53G71BVWIUNNVFUBPM,0,0,0,,,,,,,,,,,,,,,77310
107,nahmias2007_v1,31HQ4X3T3SBKV4IBK5OKR2O3UTFLSZ,17730,0,1,,,,,,,,,,,,neuro,real,TRUE,0
234,nahmias2007_v1,3YMU66OBIN9FJ3QUYKF5AWCTP1CGH3,9314,0,1,,,,,,,,,,,,neuro,ertan,TRUE,0
186,nahmias2007_v1,3JMSRU9HQIVMHQPNXE6LPUIQK08EVA,32648,0,1,,,,,,,,,,,,neuro,ertan,TRUE,0
12,nahmias2007_v1,3ERMJ6L4DYTIIOG4WEROWO7W7KSM7F,105574,0,1,"If the psychologists are right, then people deserve to be blamed for the bad things they do.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people deserve to be praised for the good things they do",somewhat agree,agree,strongly agree,agree,somewhat disagree,,psych,real,,0
12,nahmias2007_v1,3ERMJ6L4DYTIIOG4WEROWO7W7KSM7F,22369,0,1,,,,,,,,,,,,psych,real,TRUE,0
137,nahmias2007_v1,35DR22AR5DLBBHEL89Q7UOBE9MQ3XB,0,0,0,,,,,,,,,,,,,,,20895
192,nahmias2007_v1,3ZAZR5XV01JOTCAJ2KPTKCVJNZ1ZC2,0,0,0,,,,,,,,,,,,,,,14952
163,nahmias2007_v1,3Z9WI9EOZZPKLPMDOB0K8O4MWITHK7,0,0,0,,,,,,,,,,,,,,,51546
137,nahmias2007_v1,35DR22AR5DLBBHEL89Q7UOBE9MQ3XB,30583,0,0,,,,,,,,,,,TRUE,neuro,real,,0
18,nahmias2007_v1,3HRMW88U16R40DGKBF6FH9X9Z6MM0F,0,0,0,,,,,,,,,,,,,,,101005
163,nahmias2007_v1,3Z9WI9EOZZPKLPMDOB0K8O4MWITHK7,12939,0,0,,,,,,,,,,,TRUE,psych,real,,0
18,nahmias2007_v1,3HRMW88U16R40DGKBF6FH9X9Z6MM0F,12480,0,0,,,,,,,,,,,TRUE,neuro,ertan,,0
137,nahmias2007_v1,35DR22AR5DLBBHEL89Q7UOBE9MQ3XB,23448,0,1,"If the neuroscientists are right, then people should be held morally responsible for their decisions.","If the neuroscientists are right, then people deserve to be blamed for the bad things they do.","If the neuroscientists are right, then people's decisions are up to them.","If the neuroscientists are right, then people deserve to be praised for the good things they do","If the neuroscientists are right, then people make decisions of their own free will.",agree,agree,agree,agree,agree,,neuro,real,,0
18,nahmias2007_v1,3HRMW88U16R40DGKBF6FH9X9Z6MM0F,21616,0,1,Ertans should be held morally responsible for their decisions.,"If an Ertan does something good, then he or she deserves to be praised for it.",Ertans are able to make decisions of their own free will.,"If an Ertan does something bad, then he or she deserves to be blamed for it.",Ertan's decisions are up to them.,agree,somewhat agree,I don't know,strongly agree,agree,,neuro,ertan,,0
192,nahmias2007_v1,3ZAZR5XV01JOTCAJ2KPTKCVJNZ1ZC2,64385,0,0,,,,,,,,,,,TRUE,neuro,real,,0
137,nahmias2007_v1,35DR22AR5DLBBHEL89Q7UOBE9MQ3XB,28070,0,1,,,,,,,,,,,,neuro,real,TRUE,0
18,nahmias2007_v1,3HRMW88U16R40DGKBF6FH9X9Z6MM0F,6070,0,1,,,,,,,,,,,,neuro,ertan,TRUE,0
163,nahmias2007_v1,3Z9WI9EOZZPKLPMDOB0K8O4MWITHK7,59784,0,1,"If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people deserve to be blamed for the bad things they do.","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people deserve to be praised for the good things they do",strongly disagree,agree,strongly disagree,agree,strongly agree,,psych,real,,0
163,nahmias2007_v1,3Z9WI9EOZZPKLPMDOB0K8O4MWITHK7,11103,0,1,,,,,,,,,,,,psych,real,TRUE,0
192,nahmias2007_v1,3ZAZR5XV01JOTCAJ2KPTKCVJNZ1ZC2,62189,0,1,"If the neuroscientists are right, then people's decisions are up to them.","If the neuroscientists are right, then people should be held morally responsible for their decisions.","If the neuroscientists are right, then people deserve to be blamed for the bad things they do.","If the neuroscientists are right, then people deserve to be praised for the good things they do","If the neuroscientists are right, then people make decisions of their own free will.",disagree,disagree,disagree,disagree,disagree,,neuro,real,,0
192,nahmias2007_v1,3ZAZR5XV01JOTCAJ2KPTKCVJNZ1ZC2,17476,0,1,,,,,,,,,,,,neuro,real,TRUE,0
138,nahmias2007_v1,3C2NJ6JBKAIHE54Y23PTDCFO1UGN20,0,0,0,,,,,,,,,,,,,,,123165
138,nahmias2007_v1,3C2NJ6JBKAIHE54Y23PTDCFO1UGN20,9529,0,0,,,,,,,,,,,TRUE,psych,real,,0
138,nahmias2007_v1,3C2NJ6JBKAIHE54Y23PTDCFO1UGN20,36541,0,1,"If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people deserve to be praised for the good things they do","If the psychologists are right, then people deserve to be blamed for the bad things they do.",somewhat disagree,somewhat disagree,disagree,somewhat disagree,somewhat disagree,,psych,real,,0
127,nahmias2007_v1,3AMYWKA6YBNNERNBQK19IEW579N6OF,0,0,0,,,,,,,,,,,,,,,4758
138,nahmias2007_v1,3C2NJ6JBKAIHE54Y23PTDCFO1UGN20,12121,0,1,,,,,,,,,,,,psych,real,TRUE,0
127,nahmias2007_v1,3AMYWKA6YBNNERNBQK19IEW579N6OF,31669,0,0,,,,,,,,,,,TRUE,psych,ertan,,0
127,nahmias2007_v1,3AMYWKA6YBNNERNBQK19IEW579N6OF,43178,0,1,Ertans are able to make decisions of their own free will.,"If an Ertan does something bad, then he or she deserves to be blamed for it.","If an Ertan does something good, then he or she deserves to be praised for it.",Ertan's decisions are up to them.,Ertans should be held morally responsible for their decisions.,agree,agree,agree,somewhat agree,agree,,psych,ertan,,0
127,nahmias2007_v1,3AMYWKA6YBNNERNBQK19IEW579N6OF,13318,0,1,,,,,,,,,,,,psych,ertan,TRUE,0
179,nahmias2007_v1,35USIKEBNRH5W6NZP51W3PW0HZI6N0,0,0,0,,,,,,,,,,,,,,,45596
179,nahmias2007_v1,35USIKEBNRH5W6NZP51W3PW0HZI6N0,33238,0,0,,,,,,,,,,,TRUE,psych,ertan,,0
179,nahmias2007_v1,35USIKEBNRH5W6NZP51W3PW0HZI6N0,47263,0,1,"If an Ertan does something bad, then he or she deserves to be blamed for it.","If an Ertan does something good, then he or she deserves to be praised for it.",Ertans are able to make decisions of their own free will.,Ertan's decisions are up to them.,Ertans should be held morally responsible for their decisions.,disagree,disagree,somewhat disagree,somewhat disagree,disagree,,psych,ertan,,0
179,nahmias2007_v1,35USIKEBNRH5W6NZP51W3PW0HZI6N0,25651,0,1,,,,,,,,,,,,psych,ertan,TRUE,0
105,nahmias2007_v1,3H8DHMCCW9C399HB2FHUH3PO4Q0KD1,0,0,0,,,,,,,,,,,,,,,67780
105,nahmias2007_v1,3H8DHMCCW9C399HB2FHUH3PO4Q0KD1,42870,0,0,,,,,,,,,,,TRUE,neuro,ertan,,0
131,nahmias2007_v1,39GHHAVOMFSVYTS0RJGPDKV5CO7J4O,0,0,0,,,,,,,,,,,,,,,44021
131,nahmias2007_v1,39GHHAVOMFSVYTS0RJGPDKV5CO7J4O,12031,0,0,,,,,,,,,,,TRUE,neuro,ertan,,0
105,nahmias2007_v1,3H8DHMCCW9C399HB2FHUH3PO4Q0KD1,37114,0,1,Ertan's decisions are up to them.,Ertans should be held morally responsible for their decisions.,Ertans are able to make decisions of their own free will.,"If an Ertan does something bad, then he or she deserves to be blamed for it.","If an Ertan does something good, then he or she deserves to be praised for it.",agree,somewhat disagree,agree,agree,somewhat agree,,neuro,ertan,,0
105,nahmias2007_v1,3H8DHMCCW9C399HB2FHUH3PO4Q0KD1,10356,0,1,,,,,,,,,,,,neuro,ertan,TRUE,0
131,nahmias2007_v1,39GHHAVOMFSVYTS0RJGPDKV5CO7J4O,25755,0,1,Ertans are able to make decisions of their own free will.,"If an Ertan does something good, then he or she deserves to be praised for it.",Ertans should be held morally responsible for their decisions.,Ertan's decisions are up to them.,"If an Ertan does something bad, then he or she deserves to be blamed for it.",somewhat agree,strongly agree,strongly agree,somewhat agree,agree,,neuro,ertan,,0
131,nahmias2007_v1,39GHHAVOMFSVYTS0RJGPDKV5CO7J4O,4917,0,1,,,,,,,,,,,,neuro,ertan,TRUE,0
159,nahmias2007_v1,3PMBY0YE2749NLS6YMVU7OTQ8WC9CW,0,0,0,,,,,,,,,,,,,,,35788
159,nahmias2007_v1,3PMBY0YE2749NLS6YMVU7OTQ8WC9CW,11692,0,0,,,,,,,,,,,TRUE,neuro,real,,0
159,nahmias2007_v1,3PMBY0YE2749NLS6YMVU7OTQ8WC9CW,50651,0,1,"If the neuroscientists are right, then people deserve to be blamed for the bad things they do.","If the neuroscientists are right, then people make decisions of their own free will.","If the neuroscientists are right, then people should be held morally responsible for their decisions.","If the neuroscientists are right, then people deserve to be praised for the good things they do","If the neuroscientists are right, then people's decisions are up to them.",disagree,disagree,somewhat agree,somewhat disagree,somewhat disagree,,neuro,real,,0
159,nahmias2007_v1,3PMBY0YE2749NLS6YMVU7OTQ8WC9CW,8039,0,1,,,,,,,,,,,,neuro,real,TRUE,0
4,nahmias2007_v1,3RXPCZQMQPC4FS5GWVCKI9WM8HVG1T,0,0,0,,,,,,,,,,,,,,,19354
47,nahmias2007_v1,3HRMW88U16R40DGKBF6FH9X9ZB10MI,0,0,0,,,,,,,,,,,,,,,3247
4,nahmias2007_v1,3RXPCZQMQPC4FS5GWVCKI9WM8HVG1T,8976,0,0,,,,,,,,,,,TRUE,psych,real,,0
47,nahmias2007_v1,3HRMW88U16R40DGKBF6FH9X9ZB10MI,3137,0,0,,,,,,,,,,,TRUE,neuro,ertan,,0
47,nahmias2007_v1,3HRMW88U16R40DGKBF6FH9X9ZB10MI,12397,0,1,Ertans are able to make decisions of their own free will.,Ertans should be held morally responsible for their decisions.,Ertan's decisions are up to them.,"If an Ertan does something bad, then he or she deserves to be blamed for it.","If an Ertan does something good, then he or she deserves to be praised for it.",somewhat disagree,somewhat agree,disagree,somewhat agree,somewhat disagree,,neuro,ertan,,0
199,nahmias2007_v1,3ATTHHXXWAPQ1KW4TCXUYUD3S92IXF,0,0,0,,,,,,,,,,,,,,,8787
4,nahmias2007_v1,3RXPCZQMQPC4FS5GWVCKI9WM8HVG1T,17147,0,1,"If the psychologists are right, then people make decisions of their own free will.","If the psychologists are right, then people's decisions are up to them.","If the psychologists are right, then people deserve to be blamed for the bad things they do.","If the psychologists are right, then people should be held morally responsible for their decisions.","If the psychologists are right, then people deserve to be praised for the good things they do",somewhat agree,agree,somewhat agree,somewhat agree,agree,,psych,real,,0
47,nahmias2007_v1,3HRMW88U16R40DGKBF6FH9X9ZB10MI,2098,0,1,,,,,,,,,,,,neuro,ertan,TRUE,0
199,nahmias2007_v1,3ATTHHXXWAPQ1KW4TCXUYUD3S92IXF,12169,0,0,,,,,,,,,,,TRUE,neuro,real,,0
1,nahmias2007_v1,37TRT2X24QSFJSD96YQCLY1BML3JBJ,0,0,0,,,,,,,,,,,,,,,10361
1,nahmias2007_v1,37TRT2X24QSFJSD96YQCLY1BML3JBJ,10958,0,0,,,,,,,,,,,TRUE,neuro,real,,0
199,nahmias2007_v1,3ATTHHXXWAPQ1KW4TCXUYUD3S92IXF,20884,0,1,"If the neuroscientists are right, then people deserve to be praised for the good things they do","If the neuroscientists are right, then people's decisions are up to them.","If the neuroscientists are right, then people should be held morally responsible for their decisions.","If the neuroscientists are right, then people deserve to be blamed for the bad things they do.","If the neuroscientists are right, then people make decisions of their own free will.",somewhat agree,somewhat disagree,agree,agree,somewhat agree,,neuro,real,,0
259,nahmias2007_v1,3MTMREQS4VJW628G7J9VFDBD6ZRAWA,0,0,0,,,,,,,,,,,,,,,17632
199,nahmias2007_v1,3ATTHHXXWAPQ1KW4TCXUYUD3S92IXF,6844,0,1,,,,,,,,,,,,neuro,real,TRUE,0
1,nahmias2007_v1,37TRT2X24QSFJSD96YQCLY1BML3JBJ,14628,0,1,"If the neuroscientists are right, then people make decisions of their own free will.","If the neuroscientists are right, then people deserve to be praised for the good things they do","If the neuroscientists are right, then people's decisions are up to them.","If the neuroscientists are right, then people should be held morally responsible for their decisions.","If the neuroscientists are right, then people deserve to be blamed for the bad things they do.",disagree,disagree,disagree,disagree,disagree,,neuro,real,,0
4,nahmias2007_v1,3RXPCZQMQPC4FS5GWVCKI9WM8HVG1T,54277,0,1,,,,,,,,,,,,psych,real,TRUE,0
1,nahmias2007_v1,37TRT2X24QSFJSD96YQCLY1BML3JBJ,7073,0,1,,,,,,,,,,,,neuro,real,TRUE,0
95,nahmias2007_v1,33JKGHPFYCV7L98RCL8DSLTM74CNMG,0,0,0,,,,,,,,,,,,,,,49201
182,nahmias2007_v1,3NVC2EB65Q00BM4VD5C9D2INBXZ3Y6,0,0,0,,,,,,,,,,,,,,,27574
258,nahmias2007_v1,3EFVCAY5L3AWHUF23M62UWBAEFIJ8K,0,0,0,,,,,,,,,,,,,,,48828
257,nahmias2007_v1,3TEM0PF1Q5Y1WJA7YM7CYJAFQX90D0,0,0,0,,,,,,,,,,,,,,,53015
16,nahmias2007_v1,3B2X28YI3WG3VXY2MFWNCUW60FJB65,0,0,0,,,,,,,,,,,,,,,4480
69,nahmias2007_v1,3H7Z272LX78NIC2JSOKQWXJS7ENLP8,0,0,0,,,,,,,,,,,,,,,38775
95,nahmias2007_v1,33JKGHPFYCV7L98RCL8DSLTM74CNMG,8481,0,0,,,,,,,,,,,TRUE,psych,ertan,,0
259,nahmias2007_v1,3MTMREQS4VJW628G7J9VFDBD6ZRAWA,31646,0,0,,,,,,,,,,,TRUE,psych,real,,0
16,nahmias2007_v1,3B2X28YI3WG3VXY2MFWNCUW60FJB65,7632,0,0,,,,,,,,,,,TRUE,psych,real,,0
110,nahmias2007_v1,36H9ULYP62V5W9PPB0C84OSW1JVJF1,0,0,0,,,,,,,,,,,,,,,47231
182,nahmias2007_v1,3NVC2EB65Q00BM4VD5C9D2INBXZ3Y6,19609,0,0,,,,,,,,,,,TRUE,psych,real,,0
258,nahmias2007_v1,3EFVCAY5L3AWHUF23M62UWBAEFIJ8K,16334,0,0,,,,,,,,,,,TRUE,psych,ertan,,0
69,nahmias2007_v1,3H7Z272LX78NIC2JSOKQWXJS7ENLP8,14165,0,0,,,,,,,,,,,TRUE,neuro,real,,0
87,nahmias2007_v1,3OLQQLKKNSQDQVPTGPS2M67WPIGJEJ,0,0,0,,,,,,,,,,,,,,,37763
